#Year,Month,Port1,Port2,Route,$Value,$Real
2017,7,Ballina,Sydney,Ballina - Sydney,130,156.4901257
2020,6,Canberra,Sydney,Canberra - Sydney,384,450.1258741
2021,12,Brisbane,Emerald,Brisbane - Emerald,344,380.3000824
2020,4,Perth,Sydney,Perth - Sydney,781,915.4903846
2018,5,Avalon,Sydney,Avalon - Sydney,98,116.299115
2020,9,Adelaide,Gold Coast,Adelaide - Gold Coast,257,296.5895009
2014,5,Sydney,Townsville,Sydney - Townsville,210,265.9206799
2014,10,Hamilton Island,Sydney,Hamilton Island - Sydney,548,689.369606
2020,10,Hamilton Island,Sydney,Hamilton Island - Sydney,618,707.1143345
2010,8,Brisbane,Proserpine,Brisbane - Proserpine,138,191.7699482
2010,6,Newcastle,Gold Coast,Newcastle - Gold Coast,138,193.17119
2020,2,Adelaide,Alice Springs,Adelaide - Alice Springs,468,538.2401372
2012,1,Adelaide,Melbourne,Adelaide - Melbourne,138,185.2432432
2017,8,Kalgoorlie,Perth,Kalgoorlie - Perth,507,610.3114901
2019,7,Armidale,Sydney,Armidale - Sydney,315.81,366.9854506
2020,11,Darwin,Sydney,Darwin - Sydney,382,437.0836177
2010,11,Karratha,Perth,Karratha - Perth,378,523.1145511
2016,9,Sydney,Townsville,Sydney - Townsville,428,524.6325411
2010,11,Darwin,Perth,Darwin - Perth,430,595.0773994
2022,9,Darwin,Sydney,Darwin - Sydney,710,741.5186916
2011,11,Perth,Newman,Perth - Newman,648,870.7094188
2012,3,Canberra,Sydney,Canberra - Sydney,219.02,293.9998198
2014,1,Cairns,Townsville,Cairns - Townsville,238,302.8064516
2015,9,Newcastle,Gold Coast,Newcastle - Gold Coast,148,183.7666667
2013,11,Sydney,Tamworth,Sydney - Tamworth,256,327.5725191
2015,12,Melbourne,Sydney,Melbourne - Sydney,144,178.1402214
2013,1,Adelaide,Gold Coast,Adelaide - Gold Coast,248,324.7734375
2013,5,Ballina,Sydney,Ballina - Sydney,98,127.8385214
2022,2,Paraburdoo,Perth,Paraburdoo - Perth,706,764.1210654
2014,9,Perth,Newman,Perth - Newman,578,728.4755639
2012,8,Armidale,Sydney,Armidale - Sydney,298,392.5520629
2010,5,Brisbane,Townsville,Brisbane - Townsville,188,263.1607516
2016,12,Brisbane,Townsville,Brisbane - Townsville,244,297.4581818
2016,1,Hamilton Island,Sydney,Hamilton Island - Sydney,524,649.4306839
2017,12,Brisbane,Rockhampton,Brisbane - Rockhampton,291,348.1097235
2019,7,Perth,Newman,Perth - Newman,638,741.3847487
2023,3,Port Macquarie,Sydney,Port Macquarie - Sydney,308,311.4841629
2012,12,Alice Springs,Darwin,Alice Springs - Darwin,644,846.6705882
2017,3,Devonport,Melbourne,Devonport - Melbourne,427,518.1963801
2017,3,Sydney,Tamworth,Sydney - Tamworth,222,269.4135747
2023,5,Sydney,Wagga Wagga,Sydney - Wagga Wagga,398,398
2012,4,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,157.6075697
2019,8,Adelaide,Perth,Adelaide - Perth,387,449.7114385
2016,1,Cairns,Gold Coast,Cairns - Gold Coast,274,339.5878004
2016,7,Bundaberg,Brisbane,Bundaberg - Brisbane,238,291.7349177
2017,4,Brisbane,Perth,Brisbane - Perth,598,724.4065041
2015,3,Canberra,Sydney,Canberra - Sydney,278,349.0617978
2017,3,Broome,Perth,Broome - Perth,649,787.6099548
2023,4,Brisbane,Gladstone,Brisbane - Gladstone,384,384
2013,6,Hobart,Sydney,Hobart - Sydney,188,245.2412451
2013,7,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,294.1431923
2014,9,Adelaide,Gold Coast,Adelaide - Gold Coast,300,378.1015038
2016,9,Devonport,Melbourne,Devonport - Melbourne,315,386.1197441
2013,10,Launceston,Melbourne,Launceston - Melbourne,100,127.9580153
2018,9,Launceston,Sydney,Launceston - Sydney,234,276.4704846
2018,4,Sydney,Wagga Wagga,Sydney - Wagga Wagga,330.5,392.2128319
2013,5,Broome,Perth,Broome - Perth,447,583.1001946
2014,8,Brisbane,Mount Isa,Brisbane - Mount Isa,698,879.7161654
2015,4,Brisbane,Hamilton Island,Brisbane - Hamilton Island,260,324.3348837
2021,7,Brisbane,Perth,Brisbane - Perth,550,616.1654135
2015,4,Darwin,Melbourne,Darwin - Melbourne,436,543.8846512
2018,11,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,350.2348817
2015,7,Melbourne,Perth,Melbourne - Perth,320,397.3333333
2015,9,Hamilton Island,Sydney,Hamilton Island - Sydney,730,906.4166667
2013,5,Melbourne,Perth,Melbourne - Perth,239.9,312.9434825
2013,10,Bundaberg,Brisbane,Bundaberg - Brisbane,224,286.6259542
2022,5,Adelaide,Sydney,Adelaide - Sydney,196,208.4345757
2017,12,Brisbane,Hobart,Brisbane - Hobart,523,625.6404996
2012,11,Cairns,Melbourne,Cairns - Melbourne,348,457.5176471
2012,12,Adelaide,Gold Coast,Adelaide - Gold Coast,438,575.8411765
2020,12,Cairns,Gold Coast,Cairns - Gold Coast,316,361.5665529
2019,4,Brisbane,Cairns,Brisbane - Cairns,263,307.2151568
2018,5,Dubbo,Sydney,Dubbo - Sydney,354.71,420.9434602
2010,5,Sydney,Townsville,Sydney - Townsville,278.95,390.4717641
2020,1,Ayers Rock,Sydney,Ayers Rock - Sydney,222,255.3190395
2015,4,Brisbane,Sydney,Brisbane - Sydney,98,122.2493023
2018,2,Perth,Port Hedland,Perth - Port Hedland,655,780.0666075
2015,1,Port Macquarie,Sydney,Port Macquarie - Sydney,258,323.9494382
2012,4,Adelaide,Sydney,Adelaide - Sydney,168,224.3904382
2012,11,Ayers Rock,Sydney,Ayers Rock - Sydney,468,615.2823529
2010,9,Melbourne,Perth,Melbourne - Perth,357.9,497.3511917
2018,11,Brisbane,Emerald,Brisbane - Emerald,386,453.6599474
2013,5,Devonport,Melbourne,Devonport - Melbourne,253,330.0321012
2011,8,Canberra,Sydney,Canberra - Sydney,198,266.0501002
2010,12,Adelaide,Canberra,Adelaide - Canberra,388,536.9535604
2021,6,Perth,Newman,Perth - Newman,638,720.1666667
2019,2,Launceston,Melbourne,Launceston - Melbourne,121,142.2094654
2020,2,Karratha,Perth,Karratha - Perth,639,734.9048027
2020,1,Adelaide,Darwin,Adelaide - Darwin,324,372.6277873
2020,12,Adelaide,Melbourne,Adelaide - Melbourne,127,145.3131399
2016,4,Cairns,Townsville,Cairns - Townsville,258,318.5801105
2014,12,Cairns,Townsville,Cairns - Townsville,250,314.4934334
2013,12,Sydney,Wagga Wagga,Sydney - Wagga Wagga,236.92,303.1581298
2016,1,Perth,Sydney,Perth - Sydney,294,364.3752311
2011,12,Gold Coast,Sydney,Gold Coast - Sydney,178,239.1763527
2016,10,Avalon,Sydney,Avalon - Sydney,98,119.4709091
2013,4,Adelaide,Gold Coast,Adelaide - Gold Coast,338,440.9124514
2012,5,Albury,Sydney,Albury - Sydney,207,276.4810757
2019,4,Brisbane,Proserpine,Brisbane - Proserpine,148,172.8815331
2019,5,Adelaide,Perth,Adelaide - Perth,317,370.293554
2016,1,Canberra,Melbourne,Canberra - Melbourne,284,351.9815157
2012,12,Newcastle,Gold Coast,Newcastle - Gold Coast,328,431.2235294
2022,3,Ayers Rock,Sydney,Ayers Rock - Sydney,388,419.9418886
2015,4,Darwin,Perth,Darwin - Perth,574,716.0316279
2010,1,Sydney,Tamworth,Sydney - Tamworth,261,367.6481092
2020,12,Adelaide,Darwin,Adelaide - Darwin,448,512.6006826
2012,11,Brisbane,Cairns,Brisbane - Cairns,208,273.4588235
2019,5,Cairns,Gold Coast,Cairns - Gold Coast,158,184.5627178
2013,10,Brisbane,Roma,Brisbane - Roma,305,390.2719466
2011,3,Hamilton Island,Sydney,Hamilton Island - Sydney,310,422.8992879
2013,8,Brisbane,Cairns,Brisbane - Cairns,208,268.2
2013,6,Launceston,Melbourne,Launceston - Melbourne,118,153.9280156
2014,8,Brisbane,Roma,Brisbane - Roma,309,389.4445489
2022,10,Sydney,Townsville,Sydney - Townsville,233,238.8784404
2011,5,Brisbane,Hamilton Island,Brisbane - Hamilton Island,128,173.0322581
2023,5,Melbourne,Sydney,Melbourne - Sydney,178,178
2010,9,Alice Springs,Darwin,Alice Springs - Darwin,610,847.6787565
2020,2,Dubbo,Sydney,Dubbo - Sydney,392.38,451.2706518
2023,7,Melbourne,Sydney,Melbourne - Sydney,148,148
2021,7,Brisbane,Melbourne,Brisbane - Melbourne,190,212.8571429
2012,4,Brisbane,Newcastle,Brisbane - Newcastle,78,104.1812749
2022,1,Cairns,Townsville,Cairns - Townsville,320,346.3438257
2014,4,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,282.9,358.2331445
2017,3,Canberra,Melbourne,Canberra - Melbourne,350,424.7511312
2022,4,Brisbane,Mount Isa,Brisbane - Mount Isa,618,657.2069786
2017,10,Karratha,Perth,Karratha - Perth,650,777.5646744
2023,2,Ballina,Sydney,Ballina - Sydney,116,117.3122172
2018,11,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,187.9280456
2017,3,Sydney,Wagga Wagga,Sydney - Wagga Wagga,297.09,360.5408959
2019,5,Brisbane,Mount Isa,Brisbane - Mount Isa,840,981.2195122
2010,2,Gold Coast,Sydney,Gold Coast - Sydney,76,107.0546218
2014,7,Darwin,Melbourne,Darwin - Melbourne,418,526.8214286
2012,5,Armidale,Sydney,Armidale - Sydney,292,390.0119522
2011,8,Hobart,Sydney,Hobart - Sydney,178,239.1763527
2022,4,Dubbo,Sydney,Dubbo - Sydney,317.62,337.7703569
2019,10,Hobart,Melbourne,Hobart - Melbourne,122.9,141.8320998
2012,9,Coffs Harbour,Sydney,Coffs Harbour - Sydney,204,268.7269155
2012,8,Darwin,Melbourne,Darwin - Melbourne,396,521.6463654
2015,4,Brisbane,Melbourne,Brisbane - Melbourne,130,162.1674419
2010,3,Adelaide,Brisbane,Adelaide - Brisbane,238,335.25
2012,9,Dubbo,Sydney,Dubbo - Sydney,332.4,437.8667976
2021,4,Albury,Sydney,Albury - Sydney,296.7,334.9113636
2018,5,Coffs Harbour,Sydney,Coffs Harbour - Sydney,124.9,148.2220354
2019,10,Brisbane,Mackay,Brisbane - Mackay,166,191.5714286
2012,1,Cairns,Townsville,Cairns - Townsville,170,228.1981982
2011,10,Brisbane,Mackay,Brisbane - Mackay,198,266.0501002
2019,2,Brisbane,Rockhampton,Brisbane - Rockhampton,270,317.3269062
2012,1,Devonport,Melbourne,Devonport - Melbourne,240,322.1621622
2014,7,Sydney,Tamworth,Sydney - Tamworth,190,239.4642857
2017,4,Karratha,Perth,Karratha - Perth,638,772.8617886
2012,9,Brisbane,Perth,Brisbane - Perth,378,497.935167
2017,11,Brisbane,Mackay,Brisbane - Mackay,168,200.970562
2017,12,Brisbane,Hamilton Island,Brisbane - Hamilton Island,578,691.4344335
2018,5,Sydney,Tamworth,Sydney - Tamworth,278,329.9097345
2015,12,Adelaide,Gold Coast,Adelaide - Gold Coast,208,257.3136531
2013,11,Perth,Newman,Perth - Newman,654,836.8454198
2021,6,Brisbane,Rockhampton,Brisbane - Rockhampton,290,327.3484848
2017,1,Darwin,Perth,Darwin - Perth,504,611.641629
2015,8,Launceston,Melbourne,Launceston - Melbourne,130,161.4166667
2010,6,Ayers Rock,Cairns,Ayers Rock - Cairns,748,1047.043841
2017,12,Geraldton,Perth,Geraldton - Perth,378,452.1837645
2012,1,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,171.8198198
2017,10,Launceston,Melbourne,Launceston - Melbourne,144,172.2604817
2015,1,Canberra,Melbourne,Canberra - Melbourne,338,424.3988764
2011,6,Darwin,Melbourne,Darwin - Melbourne,584,789.4596774
2021,10,Cairns,Sydney,Cairns - Sydney,216,238.793075
2018,4,Brisbane,Perth,Brisbane - Perth,644,764.2513274
2022,9,Brisbane,Mount Isa,Brisbane - Mount Isa,866,904.4439252
2016,7,Melbourne,Perth,Melbourne - Perth,320,392.2486289
2011,5,Hobart,Sydney,Hobart - Sydney,233,314.9727823
2016,8,Canberra,Melbourne,Canberra - Melbourne,350,429.0219378
2017,11,Adelaide,Gold Coast,Adelaide - Gold Coast,274,327.7734166
2020,2,Hamilton Island,Sydney,Hamilton Island - Sydney,258,296.7221269
2017,9,Broome,Perth,Broome - Perth,628,755.967684
2019,3,Perth,Newman,Perth - Newman,638,749.8317266
2020,3,Brisbane,Hobart,Brisbane - Hobart,432,496.8370497
2022,7,Launceston,Sydney,Launceston - Sydney,173,180.6799065
2012,5,Gold Coast,Sydney,Gold Coast - Sydney,108,144.250996
2017,11,Brisbane,Emerald,Brisbane - Emerald,397,474.9125781
2022,6,Gold Coast,Sydney,Gold Coast - Sydney,110,116.9785884
2014,1,Armidale,Sydney,Armidale - Sydney,312,396.9563567
2011,5,Perth,Newman,Perth - Newman,373,504.2268145
2022,8,Karratha,Perth,Karratha - Perth,865,903.3995327
2020,2,Armidale,Sydney,Armidale - Sydney,279.52,321.4719726
2013,5,Darwin,Melbourne,Darwin - Melbourne,397.9,519.0504864
2018,8,Hobart,Sydney,Hobart - Sydney,237,280.014978
2019,3,Brisbane,Canberra,Brisbane - Canberra,418,491.2690622
2015,3,Launceston,Melbourne,Launceston - Melbourne,120,150.6741573
2015,5,Launceston,Sydney,Launceston - Sydney,138,172.1469767
2021,9,Adelaide,Melbourne,Adelaide - Melbourne,98,109.7894737
2012,1,Adelaide,Darwin,Adelaide - Darwin,298,400.018018
2016,4,Canberra,Sydney,Canberra - Sydney,290,358.0939227
2016,10,Kalgoorlie,Perth,Kalgoorlie - Perth,474,577.8490909
2015,1,Avalon,Sydney,Avalon - Sydney,104,130.5842697
2018,1,Adelaide,Sydney,Adelaide - Sydney,138,164.3499112
2017,6,Cairns,Gold Coast,Cairns - Gold Coast,234,283.4634146
2019,2,Adelaide,Brisbane,Adelaide - Brisbane,197.9,232.5888694
2020,9,Armidale,Sydney,Armidale - Sydney,280.5,323.7095525
2023,8,Adelaide,Perth,Adelaide - Perth,408,408
2015,6,Brisbane,Rockhampton,Brisbane - Rockhampton,218,271.9423256
2020,11,Adelaide,Perth,Adelaide - Perth,678,775.7662116
2016,3,Hamilton Island,Sydney,Hamilton Island - Sydney,338,418.9075786
2012,1,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,303.4364865
2022,1,Cairns,Gold Coast,Cairns - Gold Coast,178,192.653753
2012,9,Cairns,Melbourne,Cairns - Melbourne,478,629.6640472
2011,5,Brisbane,Townsville,Brisbane - Townsville,224,302.8064516
2012,2,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,348,467.1351351
2021,10,Brisbane,Proserpine,Brisbane - Proserpine,182,201.2052762
2011,2,Perth,Port Hedland,Perth - Port Hedland,437,596.1515768
2010,2,Adelaide,Darwin,Adelaide - Darwin,579,815.5871849
2013,1,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,248.8183594
2022,5,Darwin,Sydney,Darwin - Sydney,457,485.9928628
2017,9,Adelaide,Canberra,Adelaide - Canberra,478,575.4021544
2011,4,Canberra,Melbourne,Canberra - Melbourne,99.9,135.0462702
2013,3,Hobart,Melbourne,Hobart - Melbourne,118,154.5292969
2022,8,Brisbane,Darwin,Brisbane - Darwin,790,825.0700935
2017,2,Melbourne,Gold Coast,Melbourne - Gold Coast,148,179.6090498
2017,2,Sydney,Tamworth,Sydney - Tamworth,219,265.7728507
2018,4,Melbourne,Newcastle,Melbourne - Newcastle,150,178.0088496
2020,7,Brisbane,Emerald,Brisbane - Emerald,535,617.4139415
2020,1,Cairns,Gold Coast,Cairns - Gold Coast,242,278.3207547
2010,7,Adelaide,Darwin,Adelaide - Darwin,558,775.4176166
2013,2,Brisbane,Gladstone,Brisbane - Gladstone,244,319.5351563
2011,10,Brisbane,Gladstone,Brisbane - Gladstone,138,185.4288577
2018,9,Hobart,Sydney,Hobart - Sydney,248,293.0114537
2014,4,Bundaberg,Brisbane,Bundaberg - Brisbane,198,250.7252125
2010,11,Hobart,Sydney,Hobart - Sydney,198,274.0123839
2014,10,Coffs Harbour,Sydney,Coffs Harbour - Sydney,184,231.467167
2017,2,Brisbane,Emerald,Brisbane - Emerald,292,354.3638009
2012,10,Albury,Sydney,Albury - Sydney,199,261.6264706
2014,2,Brisbane,Gladstone,Brisbane - Gladstone,198,251.914611
2019,7,Brisbane,Melbourne,Brisbane - Melbourne,208.9,242.7512132
2019,3,Newcastle,Gold Coast,Newcastle - Gold Coast,178,209.2007011
2017,5,Launceston,Melbourne,Launceston - Melbourne,104,125.9837398
2012,8,Brisbane,Proserpine,Brisbane - Proserpine,188,247.6502947
2015,8,Brisbane,Mackay,Brisbane - Mackay,168,208.6
2018,10,Paraburdoo,Perth,Paraburdoo - Perth,839,986.063979
2021,11,Perth,Sydney,Perth - Sydney,470.01,519.6070981
2017,3,Brisbane,Proserpine,Brisbane - Proserpine,150,182.0361991
2021,1,Brisbane,Mount Isa,Brisbane - Mount Isa,820,932.6717557
2013,7,Geraldton,Perth,Geraldton - Perth,310,399.7211538
2021,8,Perth,Sydney,Perth - Sydney,510,571.3533835
2022,8,Brisbane,Melbourne,Brisbane - Melbourne,288,300.7850467
2023,5,Brisbane,Canberra,Brisbane - Canberra,304,304
2018,4,Adelaide,Brisbane,Adelaide - Brisbane,219.9,260.9609735
2013,9,Adelaide,Gold Coast,Adelaide - Gold Coast,568,732.3923077
2015,11,Brisbane,Sydney,Brisbane - Sydney,120,148.4501845
2014,11,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,250,314.4934334
2011,1,Ballina,Sydney,Ballina - Sydney,138,188.2583927
2020,9,Sydney,Wagga Wagga,Sydney - Wagga Wagga,299.99,346.2018847
2011,6,Melbourne,Sydney,Melbourne - Sydney,89.9,121.528125
2010,9,Melbourne,Newcastle,Melbourne - Newcastle,158,219.5626943
2014,12,Canberra,Melbourne,Canberra - Melbourne,338,425.195122
2010,7,Newcastle,Gold Coast,Newcastle - Gold Coast,138,191.7699482
2017,1,Adelaide,Gold Coast,Adelaide - Gold Coast,268,325.238009
2015,10,Devonport,Melbourne,Devonport - Melbourne,315,389.6817343
2016,1,Dubbo,Sydney,Dubbo - Sydney,259.6,321.7408503
2018,1,Melbourne,Newcastle,Melbourne - Newcastle,150,178.6412078
2021,1,Melbourne,Sydney,Melbourne - Sydney,172,195.6335878
2022,6,Brisbane,Townsville,Brisbane - Townsville,381,405.1712926
2023,1,Adelaide,Alice Springs,Adelaide - Alice Springs,650,657.3529412
2015,1,Adelaide,Perth,Adelaide - Perth,408,512.2921348
2010,10,Perth,Sydney,Perth - Sydney,378,523.1145511
2018,1,Ballina,Sydney,Ballina - Sydney,110,131.0035524
2013,4,Brisbane,Mount Isa,Brisbane - Mount Isa,638,832.2548638
2021,9,Darwin,Melbourne,Darwin - Melbourne,1011,1132.62406
2020,1,Newcastle,Gold Coast,Newcastle - Gold Coast,187,215.0660377
2019,8,Hobart,Melbourne,Hobart - Melbourne,94,109.2322357
2017,5,Darwin,Sydney,Darwin - Sydney,544,658.9918699
2013,10,Cairns,Melbourne,Cairns - Melbourne,209.9,268.583874
2019,2,Ballina,Sydney,Ballina - Sydney,155,182.1691499
2017,1,Launceston,Sydney,Launceston - Sydney,198,240.2877828
2020,5,Launceston,Melbourne,Launceston - Melbourne,466,546.2465035
2021,7,Bundaberg,Brisbane,Bundaberg - Brisbane,338,378.6616541
2017,3,Brisbane,Perth,Brisbane - Perth,688.01,834.9515023
2010,1,Cairns,Melbourne,Cairns - Melbourne,348,490.197479
2021,3,Cairns,Townsville,Cairns - Townsville,320,363.9694656
2013,8,Adelaide,Gold Coast,Adelaide - Gold Coast,288,371.3538462
2019,10,Cairns,Gold Coast,Cairns - Gold Coast,204,235.4251291
2011,5,Sydney,Tamworth,Sydney - Tamworth,228,308.2137097
2023,2,Hamilton Island,Sydney,Hamilton Island - Sydney,460,465.2036199
2022,12,Adelaide,Port Lincoln,Adelaide - Port Lincoln,398,408.0412844
2022,5,Melbourne,Perth,Melbourne - Perth,354,376.4583664
2023,7,Sydney,Tamworth,Sydney - Tamworth,387,387
2012,11,Brisbane,Townsville,Brisbane - Townsville,208,273.4588235
2023,4,Brisbane,Cairns,Brisbane - Cairns,216,216
2021,6,Newcastle,Gold Coast,Newcastle - Gold Coast,258,291.2272727
2012,6,Canberra,Melbourne,Canberra - Melbourne,248.5,331.9108566
2022,9,Newcastle,Gold Coast,Newcastle - Gold Coast,284,296.6074766
2011,12,Perth,Newman,Perth - Newman,458,615.4088176
2019,2,Brisbane,Emerald,Brisbane - Emerald,297,349.0595968
2016,5,Alice Springs,Darwin,Alice Springs - Darwin,508,627.281768
2020,8,Adelaide,Melbourne,Adelaide - Melbourne,130,150.0258176
2018,12,Adelaide,Alice Springs,Adelaide - Alice Springs,679,798.0184049
2018,6,Dubbo,Sydney,Dubbo - Sydney,328.66,390.0292566
2017,4,Perth,Port Hedland,Perth - Port Hedland,764.01,925.5080488
2010,9,Perth,Port Hedland,Perth - Port Hedland,358,497.4901554
2017,11,Adelaide,Darwin,Adelaide - Darwin,418,500.0338983
2015,3,Adelaide,Perth,Adelaide - Perth,358,449.511236
2012,1,Darwin,Melbourne,Darwin - Melbourne,324,434.9189189
2010,1,Brisbane,Rockhampton,Brisbane - Rockhampton,87,122.5493697
2020,3,Ballina,Sydney,Ballina - Sydney,294,338.1252144
2023,1,Sydney,Tamworth,Sydney - Tamworth,350,353.959276
2015,11,Ayers Rock,Sydney,Ayers Rock - Sydney,440,544.3173432
2019,8,Bundaberg,Brisbane,Bundaberg - Brisbane,266,309.1039861
2021,6,Brisbane,Melbourne,Brisbane - Melbourne,217,244.9469697
2021,1,Sydney,Townsville,Sydney - Townsville,270,307.0992366
2023,1,Karratha,Perth,Karratha - Perth,870,879.841629
2015,1,Brisbane,Newcastle,Brisbane - Newcastle,128,160.7191011
2012,12,Avalon,Sydney,Avalon - Sydney,208,273.4588235
2014,12,Brisbane,Perth,Brisbane - Perth,630,792.5234522
2018,7,Coffs Harbour,Sydney,Coffs Harbour - Sydney,169.9,200.7364758
2018,10,Adelaide,Port Lincoln,Adelaide - Port Lincoln,292.56,343.8413322
2022,7,Darwin,Sydney,Darwin - Sydney,604,630.8130841
2015,12,Port Macquarie,Sydney,Port Macquarie - Sydney,258,319.1678967
2020,10,Brisbane,Darwin,Brisbane - Darwin,274,313.5102389
2023,2,Brisbane,Canberra,Brisbane - Canberra,448,453.0678733
2016,7,Adelaide,Melbourne,Adelaide - Melbourne,98,120.1261426
2012,11,Adelaide,Darwin,Adelaide - Darwin,378,496.9588235
2017,9,Darwin,Melbourne,Darwin - Melbourne,704,847.454219
2011,10,Armidale,Sydney,Armidale - Sydney,300,403.1062124
2010,8,Sunshine Coast,Sydney,Sunshine Coast - Sydney,198,275.1481865
2021,12,Darwin,Melbourne,Darwin - Melbourne,698,771.6553998
2014,3,Hobart,Sydney,Hobart - Sydney,158,201.0227704
2015,6,Broome,Perth,Broome - Perth,620,773.4139535
2013,12,Adelaide,Port Lincoln,Adelaide - Port Lincoln,264,337.8091603
2012,8,Perth,Sydney,Perth - Sydney,338,445.2436149
2022,7,Adelaide,Canberra,Adelaide - Canberra,510,532.6401869
2022,8,Dubbo,Sydney,Dubbo - Sydney,356.85,372.691472
2018,12,Adelaide,Perth,Adelaide - Perth,627,736.9035933
2012,10,Adelaide,Perth,Adelaide - Perth,398,523.2529412
2013,2,Darwin,Sydney,Darwin - Sydney,358,468.8261719
2010,4,Avalon,Sydney,Avalon - Sydney,78,109.1837161
2023,8,Ballina,Sydney,Ballina - Sydney,95,95
2011,4,Hobart,Sydney,Hobart - Sydney,333,450.1542339
2010,2,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,196,276.0882353
2017,6,Brisbane,Perth,Brisbane - Perth,598,724.4065041
2019,8,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,257,298.6455806
2023,1,Canberra,Melbourne,Canberra - Melbourne,255,257.8846154
2014,5,Ballina,Sydney,Ballina - Sydney,108,136.7592068
2016,3,Launceston,Melbourne,Launceston - Melbourne,124,153.6820702
